a,b,n,rad_a,rad_b,rad_n,rad_product
59,289,348,59,17,174,174522
73,275,348,73,55,174,698610
103,245,348,103,35,174,627270
121,227,348,11,227,174,434478
125,223,348,5,223,174,194010
169,179,348,13,179,174,404898
173,175,348,173,35,174,1053570
1,349,350,1,349,70,24430
9,341,350,3,341,70,71610
27,323,350,3,323,70,67830
53,297,350,53,33,70,122430
61,289,350,61,17,70,72590
71,279,350,71,93,70,462210
81,269,350,3,269,70,56490
89,261,350,89,87,70,542010
99,251,350,33,251,70,579810
107,243,350,107,3,70,22470
117,233,350,39,233,70,636090
121,229,350,11,229,70,176330
143,207,350,143,69,70,690690
153,197,350,51,197,70,703290
169,181,350,13,181,70,164710
171,179,350,57,179,70,714210
1,350,351,1,70,39,2730
4,347,351,2,347,39,27066
8,343,351,2,7,39,546
16,335,351,2,335,39,26130
25,326,351,5,326,39,63570
31,320,351,31,10,39,12090
32,319,351,2,319,39,24882
35,316,351,35,158,39,215670
40,311,351,10,311,39,121290
43,308,351,43,154,39,258258
44,307,351,22,307,39,263406
47,304,351,47,38,39,69654
49,302,351,7,302,39,82446
50,301,351,10,301,39,117390
55,296,351,55,74,39,158730
56,295,351,14,295,39,161070
59,292,351,59,146,39,335946
62,289,351,62,17,39,41106
64,287,351,2,287,39,22386
67,284,351,67,142,39,371046
68,283,351,34,283,39,375258
71,280,351,71,70,39,193830
76,275,351,38,55,39,81510
79,272,351,79,34,39,104754
80,271,351,10,271,39,105690
83,268,351,83,134,39,433758
88,263,351,22,263,39,225654
92,259,351,46,259,39,464646
95,256,351,95,2,39,7410
98,253,351,14,253,39,138138
100,251,351,10,251,39,97890
101,250,351,101,10,39,39390
103,248,351,103,62,39,249054
106,245,351,106,35,39,144690
107,244,351,107,122,39,509106
109,242,351,109,22,39,93522
112,239,351,14,239,39,130494
115,236,351,115,118,39,529230
116,235,351,58,235,39,531570
119,232,351,119,58,39,269178
121,230,351,11,230,39,98670
124,227,351,62,227,39,548886
125,226,351,5,226,39,44070
127,224,351,127,14,39,69342
128,223,351,2,223,39,17394
131,220,351,131,110,39,561990
136,215,351,34,215,39,285090
139,212,351,139,106,39,574626
140,211,351,70,211,39,576030
148,203,351,74,203,39,585858
151,200,351,151,10,39,58890
152,199,351,38,199,39,294918
155,196,351,155,14,39,84630
160,191,351,10,191,39,74490
163,188,351,163,94,39,597558
164,187,351,82,187,39,598026
167,184,351,167,46,39,299598
172,179,351,86,179,39,600366
175,176,351,35,22,39,30030
1,351,352,1,39,22,858
9,343,352,3,7,22,462
25,327,352,5,327,22,35970
27,325,352,3,65,22,4290
37,315,352,37,105,22,85470
45,307,352,15,307,22,101310
49,303,352,7,303,22,46662
63,289,352,21,17,22,7854
73,279,352,73,93,22,149358
75,277,352,15,277,22,91410
81,271,352,3,271,22,17886
91,261,352,91,87,22,174174
107,245,352,107,35,22,82390
109,243,352,109,3,22,7194
117,235,352,39,235,22,201630
125,227,352,5,227,22,24970
127,225,352,127,15,22,41910
135,217,352,15,217,22,71610
145,207,352,145,69,22,220110
147,205,352,21,205,22,94710
153,199,352,51,199,22,223278
163,189,352,163,21,22,75306
169,183,352,13,183,22,52338
171,181,352,57,181,22,226974
175,177,352,35,177,22,136290
25,329,354,5,329,354,582330
29,325,354,29,65,354,667290
49,305,354,7,305,354,755790
65,289,354,65,17,354,391170
79,275,354,79,55,354,1538130
109,245,354,109,35,354,1350510
121,233,354,11,233,354,907302
125,229,354,5,229,354,405330
169,185,354,13,185,354,851370
4,351,355,2,39,355,27690
8,347,355,2,347,355,246370
9,346,355,3,346,355,368490
16,339,355,2,339,355,240690
27,328,355,3,82,355,87330
31,324,355,31,6,355,66030
32,323,355,2,323,355,229330
36,319,355,6,319,355,679470
43,312,355,43,78,355,1190670
48,307,355,6,307,355,653910
49,306,355,7,102,355,253470
51,304,355,51,38,355,687990
54,301,355,6,301,355,641130
56,299,355,14,299,355,1486030
58,297,355,58,33,355,679470
59,296,355,59,74,355,1549930
61,294,355,61,42,355,909510
63,292,355,21,146,355,1088430
64,291,355,2,291,355,206610
66,289,355,66,17,355,398310
67,288,355,67,6,355,142710
72,283,355,6,283,355,602790
76,279,355,38,93,355,1254570
81,274,355,3,274,355,291810
83,272,355,83,34,355,1001810
96,259,355,6,259,355,551670
98,257,355,14,257,355,1277290
99,256,355,33,2,355,23430
103,252,355,103,42,355,1535730
108,247,355,6,247,355,526110
112,243,355,14,3,355,14910
113,242,355,113,22,355,882530
121,234,355,11,78,355,304590
128,227,355,2,227,355,161170
131,224,355,131,14,355,651070
139,216,355,139,6,355,296070
144,211,355,6,211,355,449430
147,208,355,21,26,355,193830
159,196,355,159,14,355,790230
162,193,355,6,193,355,411090
163,192,355,163,6,355,347190
166,189,355,166,21,355,1237530
169,186,355,13,186,355,858390
171,184,355,57,46,355,930810
176,179,355,22,179,355,1397990
1,355,356,1,355,178,63190
9,347,356,3,347,178,185298
25,331,356,5,331,178,294590
27,329,356,3,329,178,175686
31,325,356,31,65,178,358670
41,315,356,41,105,178,766290
45,311,356,15,311,178,830370
49,307,356,7,307,178,382522
59,297,356,59,33,178,346566
63,293,356,21,293,178,1095234
67,289,356,67,17,178,202742
75,281,356,15,281,178,750270
77,279,356,77,93,178,1274658
81,275,356,3,55,178,29370
95,261,356,95,87,178,1471170
99,257,356,33,257,178,1509618
111,245,356,111,35,178,691530
113,243,356,113,3,178,60342
121,235,356,11,235,178,460130
125,231,356,5,231,178,205590
131,225,356,131,15,178,349770
135,221,356,15,221,178,590070
147,209,356,21,209,178,781242
167,189,356,167,21,178,624246
169,187,356,13,187,178,432718
175,181,356,35,181,178,1127630
4,353,357,2,353,357,252042
8,349,357,2,349,357,249186
16,341,357,2,341,357,243474
25,332,357,5,166,357,296310
32,325,357,2,65,357,46410
37,320,357,37,10,357,132090
40,317,357,10,317,357,1131690
50,307,357,10,307,357,1095990
53,304,357,53,38,357,718998
61,296,357,61,74,357,1611498
64,293,357,2,293,357,209202
80,277,357,10,277,357,988890
82,275,357,82,55,357,1610070
100,257,357,10,257,357,917490
101,256,357,101,2,357,72114
107,250,357,107,10,357,381990
115,242,357,115,22,357,903210
121,236,357,11,118,357,463386
125,232,357,5,58,357,103530
128,229,357,2,229,357,163506
149,208,357,149,26,357,1383018
157,200,357,157,10,357,560490
160,197,357,10,197,357,703290
169,188,357,13,94,357,436254
176,181,357,22,181,357,1421574
1,359,360,1,359,30,10770
49,311,360,7,311,30,65310
71,289,360,71,17,30,36210
121,239,360,11,239,30,78870
169,191,360,13,191,30,74490
1,360,361,1,30,19,570
4,357,361,2,357,19,13566
8,353,361,2,353,19,13414
9,352,361,3,22,19,1254
16,345,361,2,345,19,13110
25,336,361,5,42,19,3990
27,334,361,3,334,19,19038
32,329,361,2,329,19,12502
33,328,361,33,82,19,51414
36,325,361,6,65,19,7410
37,324,361,37,6,19,4218
40,321,361,10,321,19,60990
41,320,361,41,10,19,7790
44,317,361,22,317,19,132506
45,316,361,15,158,19,45030
46,315,361,46,105,19,91770
48,313,361,6,313,19,35682
49,312,361,7,78,19,10374
50,311,361,10,311,19,59090
52,309,361,26,309,19,152646
53,308,361,53,154,19,155078
54,307,361,6,307,19,34998
55,306,361,55,102,19,106590
56,305,361,14,305,19,81130
60,301,361,30,301,19,171570
61,300,361,61,30,19,34770
63,298,361,21,298,19,118902
64,297,361,2,33,19,1254
65,296,361,65,74,19,91390
67,294,361,67,42,19,53466
68,293,361,34,293,19,189278
69,292,361,69,146,19,191406
72,289,361,6,17,19,1938
73,288,361,73,6,19,8322
75,286,361,15,286,19,81510
77,284,361,77,142,19,207746
80,281,361,10,281,19,53390
81,280,361,3,70,19,3990
82,279,361,82,93,19,144894
84,277,361,42,277,19,221046
85,276,361,85,138,19,222870
86,275,361,86,55,19,89870
88,273,361,22,273,19,114114
89,272,361,89,34,19,57494
90,271,361,30,271,19,154470
91,270,361,91,30,19,51870
92,269,361,46,269,19,235106
93,268,361,93,134,19,236778
96,265,361,6,265,19,30210
97,264,361,97,66,19,121638
98,263,361,14,263,19,69958
99,262,361,33,262,19,164274
100,261,361,10,87,19,16530
101,260,361,101,130,19,249470
104,257,361,26,257,19,126958
105,256,361,105,2,19,3990
108,253,361,6,253,19,28842
109,252,361,109,42,19,86982
111,250,361,111,10,19,21090
112,249,361,14,249,19,66234
113,248,361,113,62,19,133114
116,245,361,58,35,19,38570
117,244,361,39,122,19,90402
118,243,361,118,3,19,6726
119,242,361,119,22,19,49742
120,241,361,30,241,19,137370
121,240,361,11,30,19,6270
124,237,361,62,237,19,279186
125,236,361,5,118,19,11210
126,235,361,42,235,19,187530
127,234,361,127,78,19,188214
128,233,361,2,233,19,8854
129,232,361,129,58,19,142158
132,229,361,66,229,19,287166
135,226,361,15,226,19,64410
136,225,361,34,15,19,9690
137,224,361,137,14,19,36442
140,221,361,70,221,19,293930
141,220,361,141,110,19,294690
144,217,361,6,217,19,24738
145,216,361,145,6,19,16530
147,214,361,21,214,19,85386
148,213,361,74,213,19,299478
149,212,361,149,106,19,300086
150,211,361,30,211,19,120270
153,208,361,51,26,19,25194
154,207,361,154,69,19,201894
156,205,361,78,205,19,303810
157,204,361,157,102,19,304266
160,201,361,10,201,19,38190
161,200,361,161,10,19,30590
162,199,361,6,199,19,22686
163,198,361,163,66,19,204402
164,197,361,82,197,19,306926
165,196,361,165,14,19,43890
168,193,361,42,193,19,154014
169,192,361,13,6,19,1482
172,189,361,86,21,19,34314
173,188,361,173,94,19,308978
175,186,361,35,186,19,123690
176,185,361,22,185,19,77330
177,184,361,177,46,19,154698
180,181,361,30,181,19,103170
1,362,363,1,362,33,11946
4,359,363,2,359,33,23694
8,355,363,2,355,33,23430
16,347,363,2,347,33,22902
25,338,363,5,26,33,4290
31,332,363,31,166,33,169818
32,331,363,2,331,33,21846
35,328,363,35,82,33,94710
38,325,363,38,65,33,81510
40,323,363,10,323,33,106590
43,320,363,43,10,33,14190
47,316,363,47,158,33,245058
49,314,363,7,314,33,72534
50,313,363,10,313,33,103290
52,311,363,26,311,33,266838
56,307,363,14,307,33,141834
59,304,363,59,38,33,73986
64,299,363,2,299,33,19734
67,296,363,67,74,33,163614
68,295,363,34,295,33,330990
71,292,363,71,146,33,342078
74,289,363,74,17,33,41514
76,287,363,38,287,33,359898
79,284,363,79,142,33,370194
80,283,363,10,283,33,93390
83,280,363,83,70,33,191730
91,272,363,91,34,33,102102
92,271,363,46,271,33,411378
95,268,363,95,134,33,420090
98,265,363,14,265,33,122430
100,263,363,10,263,33,86790
103,260,363,103,130,33,441870
104,259,363,26,259,33,222222
107,256,363,107,2,33,7062
112,251,363,14,251,33,115962
113,250,363,113,10,33,37290
115,248,363,115,62,33,235290
116,247,363,58,247,33,472758
118,245,363,118,35,33,136290
119,244,363,119,122,33,479094
124,239,363,62,239,33,488994
125,238,363,5,238,33,39270
127,236,363,127,118,33,494538
128,235,363,2,235,33,15510
131,232,363,131,58,33,250734
136,227,363,34,227,33,254694
139,224,363,139,14,33,64218
140,223,363,70,223,33,515130
148,215,363,74,215,33,525030
151,212,363,151,106,33,528198
152,211,363,38,211,33,264594
155,208,363,155,26,33,132990
160,203,363,10,203,33,66990
163,200,363,163,10,33,53790
164,199,363,82,199,33,538494
167,196,363,167,14,33,77154
169,194,363,13,194,33,83226
172,191,363,86,191,33,542058
175,188,363,35,94,33,108570
179,184,363,179,46,33,271722
1,363,364,1,33,182,6006
9,355,364,3,355,182,193830
25,339,364,5,339,182,308490
27,337,364,3,337,182,184002
31,333,364,31,111,182,626262
45,319,364,15,319,182,870870
67,297,364,67,33,182,402402
75,289,364,15,17,182,46410
81,283,364,3,283,182,154518
85,279,364,85,93,182,1438710
89,275,364,89,55,182,890890
99,265,364,33,265,182,1591590
121,243,364,11,3,182,6006
125,239,364,5,239,182,217490
135,229,364,15,229,182,625170
139,225,364,139,15,182,379470
4,361,365,2,19,365,13870
8,357,365,2,357,365,260610
9,356,365,3,178,365,194910
16,349,365,2,349,365,254770
27,338,365,3,26,365,28470
32,333,365,2,111,365,81030
36,329,365,6,329,365,720510
37,328,365,37,82,365,1107410
41,324,365,41,6,365,89790
48,317,365,6,317,365,694230
49,316,365,7,158,365,403690
53,312,365,53,78,365,1508910
54,311,365,6,311,365,681090
56,309,365,14,309,365,1578990
61,304,365,61,38,365,846070
64,301,365,2,301,365,219730
68,297,365,34,33,365,409530
71,294,365,71,42,365,1088430
72,293,365,6,293,365,641670
76,289,365,38,17,365,235790
77,288,365,77,6,365,168630
81,284,365,3,142,365,155490
93,272,365,93,34,365,1154130
96,269,365,6,269,365,589110
98,267,365,14,267,365,1364370
104,261,365,26,87,365,825630
108,257,365,6,257,365,562830
109,256,365,109,2,365,79570
112,253,365,14,253,365,1292830
117,248,365,39,62,365,882570
121,244,365,11,122,365,489830
122,243,365,122,3,365,133590
123,242,365,123,22,365,987690
128,237,365,2,237,365,173010
141,224,365,141,14,365,720510
144,221,365,6,221,365,483990
149,216,365,149,6,365,326310
157,208,365,157,26,365,1489930
162,203,365,6,203,365,444570
169,196,365,13,14,365,66430
173,192,365,173,6,365,378870
176,189,365,22,21,365,168630
25,341,366,5,341,366,624030
41,325,366,41,65,366,975390
49,317,366,7,317,366,812154
77,289,366,77,17,366,479094
121,245,366,11,35,366,140910
125,241,366,5,241,366,441030
169,197,366,13,197,366,937326
1,367,368,1,367,46,16882
9,359,368,3,359,46,49542
25,343,368,5,7,46,1610
27,341,368,3,341,46,47058
35,333,368,35,111,46,178710
43,325,368,43,65,46,128570
45,323,368,15,323,46,222870
49,319,368,7,319,46,102718
53,315,368,53,105,46,255990
63,305,368,21,305,46,294630
71,297,368,71,33,46,107778
75,293,368,15,293,46,202170
79,289,368,79,17,46,61778
81,287,368,3,287,46,39606
89,279,368,89,93,46,380742
93,275,368,93,55,46,235290
99,269,368,33,269,46,408342
107,261,368,107,87,46,428214
117,251,368,39,251,46,450294
121,247,368,11,247,46,124982
123,245,368,123,35,46,198030
125,243,368,5,3,46,690
135,233,368,15,233,46,160770
143,225,368,143,15,46,98670
147,221,368,21,221,46,213486
153,215,368,51,215,46,504390
169,199,368,13,199,46,119002
171,197,368,57,197,46,516534
175,193,368,35,193,46,310730
179,189,368,179,21,46,172914
1,368,369,1,46,123,5658
4,365,369,2,365,123,89790
8,361,369,2,19,123,4674
16,353,369,2,353,123,86838
25,344,369,5,86,123,52890
31,338,369,31,26,123,99138
32,337,369,2,337,123,82902
37,332,369,37,166,123,755466
40,329,369,10,329,123,404670
44,325,369,22,65,123,175890
49,320,369,7,10,123,8610
50,319,369,10,319,123,392370
52,317,369,26,317,123,1013766
53,316,369,53,158,123,1030002
56,313,369,14,313,123,538986
61,308,369,61,154,123,1155462
64,305,369,2,305,123,75030
65,304,369,65,38,123,303810
68,301,369,34,301,123,1258782
73,296,369,73,74,123,664446
76,293,369,38,293,123,1369482
77,292,369,77,146,123,1382766
80,289,369,10,17,123,20910
85,284,369,85,142,123,1484610
88,281,369,22,281,123,760386
89,280,369,89,70,123,766290
92,277,369,46,277,123,1567266
94,275,369,94,55,123,635910
97,272,369,97,34,123,405654
98,271,369,14,271,123,466662
100,269,369,10,269,123,330870
104,265,369,26,265,123,847470
112,257,369,14,257,123,442554
113,256,369,113,2,123,27798
119,250,369,119,10,123,146370
121,248,369,11,62,123,83886
124,245,369,62,35,123,266910
125,244,369,5,122,123,75030
127,242,369,127,22,123,343662
128,241,369,2,241,123,59286
136,233,369,34,233,123,974406
137,232,369,137,58,123,977358
145,224,369,145,14,123,249690
152,217,369,38,217,123,1014258
160,209,369,10,209,123,257070
161,208,369,161,26,123,514878
169,200,369,13,10,123,15990
173,196,369,173,14,123,297906
175,194,369,35,194,123,835170
176,193,369,22,193,123,522258
184,185,369,46,185,123,1046730
9,361,370,3,19,370,21090
27,343,370,3,7,370,7770
49,321,370,7,321,370,831390
73,297,370,73,33,370,891330
81,289,370,3,17,370,18870
121,249,370,11,249,370,1013430
127,243,370,127,3,370,140970
169,201,370,13,201,370,966810
181,189,370,181,21,370,1406370
4,367,371,2,367,371,272314
8,363,371,2,33,371,24486
9,362,371,3,362,371,402906
16,355,371,2,355,371,263410
25,346,371,5,346,371,641830
27,344,371,3,86,371,95718
32,339,371,2,339,371,251538
33,338,371,33,26,371,318318
36,335,371,6,335,371,745710
38,333,371,38,111,371,1564878
40,331,371,10,331,371,1228010
43,328,371,43,82,371,1308146
46,325,371,46,65,371,1109290
47,324,371,47,6,371,104622
48,323,371,6,323,371,718998
50,321,371,10,321,371,1190910
51,320,371,51,10,371,189210
54,317,371,6,317,371,705642
64,307,371,2,307,371,227794
67,304,371,67,38,371,944566
71,300,371,71,30,371,790230
72,299,371,6,299,371,665574
74,297,371,74,33,371,905982
75,296,371,15,74,371,411810
80,291,371,10,291,371,1079610
81,290,371,3,290,371,322770
82,289,371,82,17,371,517174
83,288,371,83,6,371,184758
92,279,371,46,93,371,1587138
96,275,371,6,55,371,122430
99,272,371,33,34,371,416262
100,271,371,10,271,371,1005410
101,270,371,101,30,371,1124130
108,263,371,6,263,371,585438
115,256,371,115,2,371,85330
121,250,371,11,10,371,40810
125,246,371,5,246,371,456330
128,243,371,2,3,371,2226
129,242,371,129,22,371,1052898
131,240,371,131,30,371,1458030
135,236,371,15,118,371,656670
144,227,371,6,227,371,505302
146,225,371,146,15,371,812490
155,216,371,155,6,371,345030
160,211,371,10,211,371,782810
162,209,371,6,209,371,465234
163,208,371,163,26,371,1572298
169,202,371,13,202,371,974246
171,200,371,57,10,371,211470
176,195,371,22,195,371,1591590
179,192,371,179,6,371,398454
1,371,372,1,371,186,69006
25,347,372,5,347,186,322710
47,325,372,47,65,186,568230
49,323,372,7,323,186,420546
83,289,372,83,17,186,262446
97,275,372,97,55,186,992310
121,251,372,11,251,186,513546
125,247,372,5,247,186,229710
127,245,372,127,35,186,826770
169,203,372,13,203,186,490854
175,197,372,35,197,186,1282470
9,365,374,3,365,374,409530
25,349,374,5,349,374,652630
27,347,374,3,347,374,389334
31,343,374,31,7,374,81158
49,325,374,7,65,374,170170
81,293,374,3,293,374,328746
125,249,374,5,249,374,465630
131,243,374,131,3,374,146982
135,239,374,15,239,374,1340790
149,225,374,149,15,374,835890
169,205,374,13,205,374,996710
185,189,374,185,21,374,1452990
1,374,375,1,374,15,5610
4,371,375,2,371,15,11130
8,367,375,2,367,15,11010
16,359,375,2,359,15,10770
31,344,375,31,86,15,39990
32,343,375,2,7,15,210
37,338,375,37,26,15,14430
43,332,375,43,166,15,107070
44,331,375,22,331,15,109230
47,328,375,47,82,15,57810
49,326,375,7,326,15,34230
52,323,375,26,323,15,125970
56,319,375,14,319,15,66990
59,316,375,59,158,15,139830
64,311,375,2,311,15,9330
67,308,375,67,154,15,154770
68,307,375,34,307,15,156570
71,304,375,71,38,15,40470
76,299,375,38,299,15,170430
