d,r,e,a,b,n
3420,1,3420,232,3249,3481
3420,1,3420,144,3481,3625
3420,1,3420,841,3776,4617
3420,1,3420,29,4750,4779
3420,1,3420,15,6844,6859
3420,1,3420,354,15625,15979
3420,1,3420,405,15979,16384
3420,1,3420,20736,24389,45125
3420,2,1710,475,8192,8667
3420,2,1710,2375,11449,13824
3420,3,1140,19,5120,5139
3420,6,570,361,3159,3520
3420,6,570,125,3971,4096
3420,6,570,1,4224,4225
3420,6,570,121,4104,4225
3420,6,570,2197,2420,4617
3420,6,570,11,4864,4875
3420,6,570,3125,3211,6336
3420,6,570,64,6591,6655
3420,6,570,1,6655,6656
3420,6,570,95,6561,6656
3420,6,570,99,6760,6859
3420,6,570,325,6534,6859
3420,6,570,715,6144,6859
3420,6,570,1859,5000,6859
3420,6,570,5,6859,6864
3420,6,570,16,6859,6875
3420,6,570,1331,6669,8000
3420,6,570,19,8000,8019
3420,6,570,3575,4617,8192
3424,4,856,121,8667,8788
3430,1,3430,1323,2197,3520
3430,1,3430,1331,2197,3528
3430,1,3430,9,3575,3584
3430,1,3430,343,3375,3718
3430,1,3430,128,3645,3773
3430,1,3430,648,3125,3773
3430,1,3430,7,3993,4000
3430,1,3430,1,4095,4096
3430,1,3430,1,4224,4225
3430,1,3430,256,3969,4225
3430,1,3430,1089,3136,4225
3430,1,3430,2048,2187,4235
3430,1,3430,1,4374,4375
3430,1,3430,2178,2197,4375
3430,1,3430,4,4455,4459
3430,1,3430,363,4096,4459
3430,1,3430,7,5625,5632
3430,1,3430,169,5760,5929
3430,1,3430,729,5200,5929
3430,1,3430,13,6237,6250
3430,1,3430,2401,4160,6561
3430,1,3430,64,6591,6655
3430,1,3430,1,6655,6656
3430,1,3430,875,6561,7436
3430,1,3430,1183,6561,7744
3430,1,3430,2197,6875,9072
3430,1,3430,1125,8192,9317
3430,1,3430,1183,8192,9375
3430,1,3430,160,9317,9477
3430,1,3430,1,9800,9801
3430,1,3430,1,10647,10648
3430,1,3430,1331,9604,10935
3430,1,3430,9,10976,10985
3430,1,3430,26,11979,12005
3430,1,3430,169,12375,12544
3430,1,3430,16,14625,14641
3430,1,3430,81,14560,14641
3430,1,3430,1936,13689,15625
3430,1,3430,3718,11907,15625
3430,1,3430,5824,9801,15625
3430,1,3430,49,16335,16384
3430,1,3430,2695,13689,16384
3430,1,3430,1331,15309,16640
3430,1,3430,8019,8788,16807
3430,1,3430,3584,14641,18225
3430,1,3430,1625,16807,18432
3430,1,3430,3773,16000,19773
3430,1,3430,3993,16807,20800
3430,1,3430,484,21125,21609
3430,1,3430,243,21632,21875
3430,1,3430,25,24167,24192
3430,1,3430,49,28512,28561
3430,1,3430,6561,22000,28561
3430,1,3430,12936,15625,28561
3430,1,3430,351,30625,30976
3430,1,3430,15625,17303,32928
3430,1,3430,507,32768,33275
3430,1,3430,847,40625,41472
3430,7,490,1,4374,4375
3430,7,490,1029,4096,5125
3430,7,490,1,6560,6561
3432,1,3432,121,3636,3757
3432,1,3432,1331,3232,4563
3432,1,3432,2197,5984,8181
3432,1,3432,11,8181,8192
3432,1,3432,4624,5577,10201
3432,1,3432,729,11492,12221
3432,1,3432,121,19652,19773
3432,1,3432,1,25856,25857
3432,1,3432,1089,27472,28561
3432,2,1716,169,3267,3436
3432,2,1716,13,7731,7744
3432,4,858,625,3159,3784
3432,4,858,1,4224,4225
3432,4,858,129,4096,4225
3432,4,858,1849,2376,4225
3432,4,858,32,4225,4257
3432,4,858,3,5200,5203
3432,4,858,640,4563,5203
3432,4,858,1875,3328,5203
3432,4,858,33,5375,5408
3432,4,858,1859,3645,5504
3432,4,858,121,5504,5625
3432,4,858,5,6144,6149
3432,4,858,64,6591,6655
3432,4,858,1,6655,6656
3432,4,858,3267,4000,7267
3432,4,858,2197,5547,7744
3432,4,858,729,7396,8125
3432,4,858,1053,8192,9245
3438,1,3438,573,3125,3698
3438,1,3438,191,5184,5375
3438,1,3438,729,4775,5504
3440,2,1720,1435,2048,3483
3440,2,1720,1125,2401,3526
3440,2,1720,1,4374,4375
3440,2,1720,43,5000,5043
3440,2,1720,1029,4096,5125
3440,2,1720,1,5375,5376
3440,2,1720,1,6560,6561
3440,2,1720,1681,5375,7056
3440,2,1720,2401,5375,7776
3440,2,1720,343,8405,8748
3440,2,1720,16,9245,9261
3440,2,1720,41,10935,10976
3440,2,1720,3125,9216,12341
3440,2,1720,729,14063,14792
3440,2,1720,1849,13776,15625
3440,2,1720,1075,15309,16384
3440,2,1720,3,16807,16810
3440,2,1720,9245,9963,19208
3440,2,1720,1763,17920,19683
3440,5,688,2645,5547,8192
3444,2,1722,864,16807,17671
3444,3,1148,400,11767,12167
3444,3,1148,2009,14375,16384
3450,5,690,575,4096,4671
3456,1,3456,512,6859,7371
3456,8,432,1,3968,3969
3458,1,3458,2128,2197,4325
3458,1,3458,19,4375,4394
3458,1,3458,1568,3125,4693
3458,1,3458,1,6859,6860
3458,1,3458,3287,13520,16807
3458,1,3458,7,21625,21632
3468,2,1734,1,3968,3969
3468,2,1734,1,5831,5832
3468,2,1734,289,6272,6561
3468,2,1734,31,19652,19683
3468,3,1156,1,6561,6562
3472,1,3472,1,3968,3969
3472,1,3472,5983,6561,12544
3472,1,3472,961,36288,37249
3472,2,1736,1,3871,3872
3472,2,1736,31,6241,6272
3472,4,868,49,3596,3645
3472,4,868,625,3087,3712
3472,4,868,1827,2048,3875
3472,4,868,343,3625,3968
3472,4,868,1,3968,3969
3472,4,868,125,3844,3969
3472,4,868,31,3969,4000
3472,4,868,841,3255,4096
3472,4,868,1,4374,4375
3472,4,868,279,4096,4375
3472,4,868,3,4802,4805
3472,4,868,1,6075,6076
3472,4,868,961,5600,6561
3472,4,868,1,6727,6728
3472,4,868,320,6727,7047
3472,4,868,775,6272,7047
3472,4,868,961,6144,7105
3472,4,868,625,6944,7569
3472,4,868,1225,7424,8649
3472,4,868,27,9920,9947
3472,4,868,3125,8649,11774
3474,1,3474,128,6241,6369
3474,3,1158,729,4096,4825
3474,3,1158,8,15625,15633
3476,2,1738,384,3125,3509
3476,2,1738,29,4096,4125
3476,2,1738,729,3476,4205
3476,2,1738,29,4345,4374
3476,2,1738,841,5400,6241
3476,2,1738,9,6241,6250
3476,2,1738,1,6399,6400
3476,2,1738,320,6241,6561
3476,2,1738,256,6399,6655
3476,2,1738,2,6873,6875
3476,2,1738,1,7424,7425
3476,2,1738,1856,8019,9875
3476,2,1738,1185,13456,14641
3478,1,3478,1369,2256,3625
3478,1,3478,1269,4096,5365
3478,1,3478,37,32768,32805
3478,1,3478,3625,34263,37888
3480,1,3480,1741,16384,18125
3480,2,1740,169,3456,3625
3480,2,1740,67,3645,3712
3480,2,1740,841,3159,4000
3480,2,1740,169,4205,4374
3480,2,1740,169,4320,4489
3480,2,1740,864,3625,4489
3480,2,1740,1125,3364,4489
3480,2,1740,2704,3125,5829
3480,2,1740,67,8125,8192
3480,2,1740,841,8375,9216
3480,2,1740,2,10933,10935
3480,2,1740,81,15544,15625
3480,2,1740,4489,11136,15625
3480,2,1740,169,17956,18125
3480,2,1740,16,21125,21141
3480,2,1740,1944,22445,24389
3480,3,1160,29,4067,4096
3480,3,1160,29,6860,6889
3480,4,870,109,4096,4205
3480,6,580,2187,2813,5000
3480,6,580,1,5625,5626
3480,10,348,625,3087,3712
3480,10,348,1,4374,4375
3484,1,3484,7,4482,4489
3484,1,3484,243,4489,4732
3484,1,3484,67,6656,6723
3484,1,3484,13,16268,16281
3484,1,3484,871,15936,16807
3486,3,1162,1,9408,9409
3486,3,1162,2241,7168,9409
3486,7,498,2187,3125,5312
3492,2,1746,19,23552,23571
3492,3,1164,81,9328,9409
3492,3,1164,6784,7857,14641
3496,1,3496,529,5247,5776
3496,1,3496,53,6859,6912
3496,1,3496,2809,6992,9801
3496,1,3496,3267,6784,10051
3496,1,3496,121,12167,12288
3496,1,3496,1,16928,16929
3496,1,3496,8,25281,25289
3496,1,3496,12167,13122,25289
3496,2,1748,1,6859,6860
3496,2,1748,7,12160,12167
3496,2,1748,2432,14375,16807
3496,4,874,361,4968,5329
3496,4,874,2187,4672,6859
3498,1,3498,128,3645,3773
3498,1,3498,648,3125,3773
3498,1,3498,7,3993,4000
3498,1,3498,81,4000,4081
3498,1,3498,625,3456,4081
3498,1,3498,15,4081,4096
3498,1,3498,121,3975,4096
3498,1,3498,2048,2187,4235
3498,1,3498,1,4374,4375
3498,1,3498,1331,3969,5300
3498,1,3498,7,5618,5625
3498,1,3498,2809,2816,5625
3498,1,3498,7,5625,5632
3498,1,3498,288,6125,6413
3498,1,3498,625,5936,6561
3498,1,3498,64,6561,6625
3498,1,3498,2401,4224,6625
3498,1,3498,2401,5618,8019
3498,1,3498,11,8575,8586
3498,1,3498,1125,8192,9317
3498,1,3498,1,9800,9801
3498,1,3498,1331,9604,10935
3498,1,3498,2187,11858,14045
3498,1,3498,2809,12500,15309
3498,1,3498,53,15435,15488
3498,1,3498,49,16335,16384
3498,1,3498,3584,14641,18225
3498,1,3498,20,19663,19683
3498,1,3498,4096,18179,22275
3498,1,3498,13568,16807,30375
3498,1,3498,2597,29403,32000
3500,1,3500,16,10609,10625
3500,2,1750,1,4374,4375
3500,2,1750,625,4704,5329
3500,2,1750,2048,3577,5625
3500,2,1750,73,15552,15625
3500,5,700,1,4095,4096
3500,5,700,256,3969,4225
3500,5,700,1,4374,4375
3500,5,700,2401,4160,6561
3500,5,700,1183,8192,9375
3502,1,3502,1648,4913,6561
3504,3,1168,64,5265,5329
3504,3,1168,2336,4225,6561
3504,3,1168,1,9125,9126
3504,3,1168,73,15552,15625
3504,3,1168,13,15987,16000
3504,8,438,81,4015,4096
3504,8,438,5,5324,5329
3504,8,438,2304,3025,5329
3508,1,3508,9,4385,4394
3510,1,3510,125,5707,5832
3510,1,3510,2187,8788,10975
3510,3,1170,1,4394,4395
3510,3,1170,125,4563,4688
3510,3,1170,1,9375,9376
3510,9,390,1,4095,4096
3510,9,390,256,3969,4225
3510,9,390,1,4374,4375
3516,2,1758,2187,4688,6875
3516,2,1758,1,9375,9376
3516,2,1758,9,14641,14650
3520,1,3520,625,5832,6457
3520,4,880,128,3645,3773
3520,4,880,648,3125,3773
3520,4,880,7,3993,4000
3520,4,880,2048,2187,4235
3520,4,880,1,4374,4375
3520,4,880,7,5625,5632
3520,4,880,1125,8192,9317
3520,4,880,1,9800,9801
3520,4,880,1331,9604,10935
3520,10,352,512,3481,3993
3526,1,3526,729,14063,14792
3528,1,3528,1,4374,4375
3528,3,1176,1,3968,3969
3528,3,1176,27,4096,4123
3528,4,882,1,4913,4914
3528,4,882,1,5831,5832
3528,4,882,289,6272,6561
3528,4,882,13,9248,9261
3528,6,588,1,4374,4375
3528,7,504,2401,2783,5184
3528,7,504,529,5103,5632
3534,1,3534,961,3952,4913
3534,1,3534,1664,3249,4913
3534,1,3534,729,5408,6137
3534,1,3534,8,6851,6859
3534,1,3534,19,7514,7533
3534,1,3534,2197,5491,7688
3534,1,3534,2873,5776,8649
3534,1,3534,171,8788,8959
3534,1,3534,31,19652,19683
3534,1,3534,289,28272,28561
3534,1,3534,4913,41743,46656
3534,3,1178,59,4805,4864
3536,2,1768,1475,2197,3672
3536,2,1768,243,3757,4000
3536,2,1768,650,3481,4131
3536,2,1768,59,4335,4394
3536,2,1768,221,4779,5000
3536,2,1768,169,5015,5184
3536,2,1768,425,6136,6561
3536,2,1768,3481,3744,7225
3536,2,1768,3835,4913,8748
3536,2,1768,2197,7803,10000
3536,2,1768,4913,7375,12288
3536,2,1768,3,17405,17408
3536,2,1768,4913,13312,18225
3538,1,3538,1250,2349,3599
3538,1,3538,1,3599,3600
3538,1,3538,144,3481,3625
3538,1,3538,1525,2187,3712
3538,1,3538,9,3712,3721
3538,1,3538,96,3625,3721
3538,1,3538,240,3481,3721
3538,1,3538,841,2880,3721
3538,1,3538,29,3721,3750
3538,1,3538,375,3721,4096
3538,1,3538,59,4941,5000
3538,1,3538,25,14823,14848
3538,1,3538,9,15616,15625
3538,1,3538,6962,11163,18125
3540,1,3540,413,3267,3680
3540,1,3540,1815,1888,3703
3540,1,3540,245,3481,3726
3540,1,3540,23,3750,3773
3540,1,3540,128,3645,3773
3540,1,3540,648,3125,3773
3540,1,3540,1725,2048,3773
3540,1,3540,3,3773,3776
3540,1,3540,1375,2401,3776
3540,1,3540,115,3773,3888
3540,1,3540,944,3025,3969
3540,1,3540,512,3481,3993
3540,1,3540,7,3993,4000
3540,1,3540,297,3703,4000
3540,1,3540,32,3993,4025
3540,1,3540,567,3481,4048
3540,1,3540,25,4071,4096
3540,1,3540,644,3481,4125
3540,1,3540,3,4232,4235
3540,1,3540,2048,2187,4235
3540,1,3540,875,3481,4356
3540,1,3540,1,4374,4375
3540,1,3540,649,3726,4375
3540,1,3540,2024,2401,4425
3540,1,3540,1127,3481,4608
3540,1,3540,1280,3481,4761
3540,1,3540,1331,3430,4761
3540,1,3540,2360,2401,4761
3540,1,3540,23,4779,4802
3540,1,3540,121,4779,4900
3540,1,3540,1127,3993,5120
3540,1,3540,1694,3481,5175
3540,1,3540,2401,2783,5184
3540,1,3540,2464,3125,5589
3540,1,3540,11,5589,5600
3540,1,3540,59,5566,5625
3540,1,3540,7,5625,5632
3540,1,3540,529,5103,5632
3540,1,3540,3,5632,5635
3540,1,3540,59,5760,5819
3540,1,3540,81,5819,5900
3540,1,3540,529,5400,5929
3540,1,3540,1150,4779,5929
3540,1,3540,256,5819,6075
3540,1,3540,121,6440,6561
3540,1,3540,161,6400,6561
3540,1,3540,236,6325,6561
3540,1,3540,3080,3481,6561
3540,1,3540,3174,3481,6655
3540,1,3540,9,6776,6785
3540,1,3540,224,6561,6785
3540,1,3540,2816,3969,6785
3540,1,3540,343,6785,7128
3540,1,3540,64,7139,7203
3540,1,3540,207,7168,7375
3540,1,3540,531,6875,7406
3540,1,3540,1331,6075,7406
3540,1,3540,77,7375,7452
3540,1,3540,736,7139,7875
3540,1,3540,750,7139,7889
3540,1,3540,2048,5841,7889
3540,1,3540,644,7375,8019
3540,1,3540,1357,6875,8232
3540,1,3540,1089,7375,8464
3540,1,3540,1,8624,8625
3540,1,3540,59,9016,9075
3540,1,3540,2891,6325,9216
3540,1,3540,2,9315,9317
3540,1,3540,1125,8192,9317
3540,1,3540,5,9499,9504
3540,1,3540,529,9075,9604
3540,1,3540,3481,6144,9625
3540,1,3540,1,9800,9801
3540,1,3540,4071,5929,10000
3540,1,3540,1331,9604,10935
3540,1,3540,3375,7889,11264
3540,1,3540,3481,8019,11500
3540,1,3540,625,11151,11776
3540,1,3540,2401,9375,11776
3540,1,3540,1357,10648,12005
3540,1,3540,162,12005,12167
3540,1,3540,1232,10935,12167
3540,1,3540,1475,10692,12167
3540,1,3540,5292,6875,12167
3540,1,3540,121,12167,12288
3540,1,3540,6561,6655,13216
3540,1,3540,9,13216,13225
3540,1,3540,9,13915,13924
3540,1,3540,5,14278,14283
3540,1,3540,1,14336,14337
3540,1,3540,529,14112,14641
3540,1,3540,1416,13225,14641
3540,1,3540,1600,13041,14641
3540,1,3540,5625,9016,14641
3540,1,3540,59,14641,14700
3540,1,3540,4802,10125,14927
3540,1,3540,729,14375,15104
3540,1,3540,3125,11979,15104
3540,1,3540,21,15104,15125
3540,1,3540,184,15125,15309
3540,1,3540,625,14927,15552
3540,1,3540,49,15576,15625
3540,1,3540,1288,14337,15625
3540,1,3540,1701,13924,15625
3540,1,3540,3481,12144,15625
3540,1,3540,413,15625,16038
3540,1,3540,567,15625,16192
3540,1,3540,2401,13824,16225
3540,1,3540,49,16335,16384
3540,1,3540,759,15625,16384
3540,1,3540,8192,8575,16767
3540,1,3540,40,16767,16807
3540,1,3540,472,16335,16807
3540,1,3540,1771,15104,16875
3540,1,3540,121,16807,16928
3540,1,3540,23,17500,17523
3540,1,3540,3584,14641,18225
3540,1,3540,1593,16807,18400
3540,1,3540,3481,16000,19481
3540,1,3540,7139,12544,19683
3540,1,3540,3,20237,20240
3540,1,3540,243,20237,20480
3540,1,3540,256,20237,20493
3540,1,3540,8192,13225,21417
3540,1,3540,1357,21875,23232
3540,1,3540,9317,14283,23600
3540,1,3540,343,23552,23895
3540,1,3540,33,24334,24367
3540,1,3540,1,25920,25921
3540,1,3540,6561,19360,25921
3540,1,3540,729,26411,27140
3540,1,3540,2891,24334,27225
3540,1,3540,2783,25000,27783
3540,1,3540,12288,16807,29095
3540,1,3540,805,29403,30208
3540,1,3540,405,30208,30613
3540,1,3540,5,30613,30618
3540,1,3540,12,30613,30625
3540,1,3540,1,30975,30976
3540,1,3540,4800,26411,31211
3540,1,3540,12500,18711,31211
3540,1,3540,14336,16875,31211
3540,1,3540,529,30800,31329
3540,1,3540,704,30625,31329
3540,1,3540,5589,26411,32000
3540,1,3540,3481,30375,33856
3540,1,3540,32,33925,33957
3540,1,3540,4096,31625,35721
3540,1,3540,1127,34810,35937
3540,1,3540,3025,33614,36639
3540,1,3540,11,36864,36875
3540,1,3540,125,38291,38416
3540,1,3540,7965,32768,40733
3540,1,3540,17405,23328,40733
3540,1,3540,18225,24367,42592
3540,1,3540,11664,31211,42875
3540,1,3540,625,45927,46552
3540,1,3540,7,48668,48675
3540,2,1770,443,10000,10443
3540,5,708,4096,4779,8875
3542,1,3542,121,16807,16928
3550,1,3550,81,4544,4625
3550,1,3550,284,6561,6845
3550,1,3550,37,32768,32805
3552,2,1776,1369,2187,3556
3552,2,1776,127,3969,4096
3552,2,1776,1,16128,16129
3552,4,888,25,6561,6586
3552,6,592,11,4096,4107
3556,1,3556,127,3969,4096
3556,1,3556,1,16128,16129
3560,2,1780,1,7920,7921
3560,5,712,9,4352,4361
3560,5,712,1,5831,5832
3560,5,712,289,6272,6561
3560,5,712,17,7921,7938
3562,1,3562,2187,2197,4384
3564,3,1188,405,3179,3584
3564,3,1188,459,3125,3584
3564,3,1188,128,3645,3773
3564,3,1188,648,3125,3773
3564,3,1188,7,3993,4000
3564,3,1188,1071,3025,4096
3564,3,1188,35,4096,4131
3564,3,1188,1331,2800,4131
3564,3,1188,2048,2187,4235
3564,3,1188,2125,2187,4312
3564,3,1188,1,4374,4375
3564,3,1188,539,4374,4913
3564,3,1188,2240,2673,4913
3564,3,1188,15,4913,4928
3564,3,1188,49,5000,5049
3564,3,1188,17,5103,5120
3564,3,1188,7,5625,5632
3564,3,1188,847,4913,5760
3564,3,1188,1331,4500,5831
3564,3,1188,1,5831,5832
3564,3,1188,16,6545,6561
3564,3,1188,289,6272,6561
3564,3,1188,9,6655,6664
3564,3,1188,2744,4131,6875
3564,3,1188,22,7203,7225
3564,3,1188,1296,5929,7225
3564,3,1188,3025,4913,7938
3564,3,1188,3087,4913,8000
3564,3,1188,3125,5103,8228
3564,3,1188,1125,8192,9317
3564,3,1188,1,9800,9801
3564,3,1188,25,9801,9826
3564,3,1188,2401,7425,9826
3564,3,1188,1024,9261,10285
3564,3,1188,1331,9604,10935
3564,3,1188,3125,9163,12288
3564,3,1188,81,14080,14161
3564,3,1188,1331,13005,14336
3564,3,1188,1,14399,14400
3564,3,1188,480,14161,14641
3564,3,1188,2401,12240,14641
3564,3,1188,98,14641,14739
3564,3,1188,343,15552,15895
3564,3,1188,49,16335,16384
3568,1,3568,459,3125,3584
3568,1,3568,875,2916,3791
3568,1,3568,49,3791,3840
3568,1,3568,35,4096,4131
3568,1,3568,1,4374,4375
3568,1,3568,1568,3345,4913
3568,1,3568,17,5103,5120
3568,1,3568,256,5575,5831
3568,1,3568,1,5831,5832
3568,1,3568,289,6272,6561
3568,1,3568,1561,5000,6561
3568,1,3568,2,7803,7805
3568,1,3568,3087,4913,8000
3568,1,3568,2125,7136,9261
3568,1,3568,8,10927,10935
3568,1,3568,6021,9604,15625
3568,1,3568,68,16807,16875
3568,1,3568,7136,14739,21875
3568,1,3568,8192,19683,27875
3568,1,3568,1,36125,36126
3568,1,3568,729,49000,49729
3570,1,3570,459,3125,3584
3570,1,3570,7,3800,3807
3570,1,3570,475,3332,3807
3570,1,3570,1280,2527,3807
3570,1,3570,1,3807,3808
3570,1,3570,289,3807,4096
3570,1,3570,35,4096,4131
3570,1,3570,931,3200,4131
3570,1,3570,125,4131,4256
3570,1,3570,1,4374,4375
3570,1,3570,2166,2209,4375
3570,1,3570,475,4131,4606
3570,1,3570,7,4617,4624
3570,1,3570,47,4608,4655
3570,1,3570,49,4864,4913
3570,1,3570,125,4788,4913
3570,1,3570,188,4725,4913
3570,1,3570,448,4465,4913
3570,1,3570,2025,2888,4913
3570,1,3570,2375,2538,4913
3570,1,3570,141,4913,5054
3570,1,3570,190,4913,5103
3570,1,3570,17,5103,5120
3570,1,3570,2209,2975,5184
3570,1,3570,3,5488,5491
3570,1,3570,729,4864,5593
3570,1,3570,32,5593,5625
3570,1,3570,361,5264,5625
3570,1,3570,1645,4131,5776
3570,1,3570,2401,3375,5776
3570,1,3570,2375,3456,5831
3570,1,3570,1,5831,5832
3570,1,3570,289,5586,5875
3570,1,3570,384,5491,5875
3570,1,3570,525,5491,6016
3570,1,3570,12,6125,6137
3570,1,3570,512,5625,6137
3570,1,3570,7,6137,6144
3570,1,3570,19,6125,6144
3570,1,3570,1,6250,6251
3570,1,3570,135,6137,6272
3570,1,3570,343,6137,6480
3570,1,3570,125,6392,6517
3570,1,3570,289,6272,6561
3570,1,3570,686,5875,6561
3570,1,3570,2209,4352,6561
3570,1,3570,19,6561,6580
3570,1,3570,490,6137,6627
3570,1,3570,459,6400,6859
3570,1,3570,784,6075,6859
3570,1,3570,1504,5355,6859
3570,1,3570,2890,3969,6859
3570,1,3570,1,6859,6860
3570,1,3570,50,6859,6909
3570,1,3570,141,6859,7000
3570,1,3570,17,7203,7220
3570,1,3570,57,7168,7225
3570,1,3570,81,7144,7225
3570,1,3570,3087,4913,8000
3570,1,3570,17,8208,8225
3570,1,3570,799,7776,8575
3570,1,3570,2187,6517,8704
3570,1,3570,1,9024,9025
3570,1,3570,189,8836,9025
3570,1,3570,833,8192,9025
3570,1,3570,47,9025,9072
3570,1,3570,425,8836,9261
3570,1,3570,361,9639,10000
3570,1,3570,17,10108,10125
3570,1,3570,4374,6251,10625
3570,1,3570,4418,6517,10935
3570,1,3570,47,10935,10982
3570,1,3570,63,10982,11045
3570,1,3570,272,10773,11045
3570,1,3570,32,11875,11907
3570,1,3570,27,12005,12032
3570,1,3570,125,11907,12032
3570,1,3570,361,12032,12393
3570,1,3570,5831,6859,12690
3570,1,3570,893,11907,12800
3570,1,3570,1083,12500,13583
3570,1,3570,25,13583,13608
3570,1,3570,135,13583,13718
3570,1,3570,625,13536,14161
3570,1,3570,6561,7600,14161
3570,1,3570,4913,9375,14288
3570,1,3570,1024,13851,14875
3570,1,3570,128,15181,15309
3570,1,3570,19,15606,15625
3570,1,3570,162,15463,15625
3570,1,3570,729,14896,15625
3570,1,3570,3125,12996,16121
3570,1,3570,1645,14739,16384
3570,1,3570,2209,14175,16384
3570,1,3570,423,16384,16807
3570,1,3570,68,16807,16875
3570,1,3570,160,16807,16967
3570,1,3570,441,16967,17408
3570,1,3570,5491,12005,17496
3570,1,3570,17,17672,17689
3570,1,3570,64,17625,17689
3570,1,3570,2375,16121,18496
3570,1,3570,5625,13583,19208
3570,1,3570,475,19208,19683
3570,1,3570,425,19456,19881
3570,1,3570,4256,15625,19881
3570,1,3570,3591,16384,19975
3570,1,3570,119,19881,20000
3570,1,3570,6137,15463,21600
3570,1,3570,2209,19551,21760
3570,1,3570,5491,16384,21875
3570,1,3570,6375,17689,24064
3570,1,3570,7225,16967,24192
3570,1,3570,6517,18048,24565
3570,1,3570,1,29375,29376
3570,1,3570,6561,24064,30625
3570,1,3570,893,31875,32768
3570,1,3570,32,34263,34295
3570,1,3570,96,34295,34391
3570,1,3570,128,34263,34391
3570,1,3570,1,35720,35721
3570,1,3570,1862,34263,36125
3570,1,3570,13851,24565,38416
3570,1,3570,4000,37553,41553
3570,1,3570,6250,35721,41971
3570,1,3570,512,41971,42483
3570,1,3570,17,43740,43757
3570,5,714,1,5831,5832
3570,5,714,289,6272,6561
3570,5,714,833,5728,6561
3570,5,714,3043,6561,9604
3572,2,1786,298,6561,6859
3572,2,1786,144,6859,7003
3582,3,1194,1,3887,3888
3582,3,1194,1,12167,12168
3584,2,1792,1,3887,3888
3584,2,1792,1,12167,12168
3584,2,1792,23,21609,21632
3584,8,448,1,4374,4375
3586,1,3586,1,3887,3888
3586,1,3586,169,4232,4401
3586,1,3586,529,3872,4401
3586,1,3586,13,5819,5832
3586,1,3586,1,12167,12168
3586,1,3586,121,12167,12288
3586,1,3586,243,23309,23552
3588,1,3588,512,3375,3887
3588,1,3588,1,3887,3888
3588,1,3588,359,4761,5120
3588,1,3588,23,5385,5408
3588,1,3588,65,8192,8257
3588,1,3588,125,9568,9693
3588,1,3588,4667,7500,12167
3588,1,3588,1,12167,12168
3588,1,3588,6877,8748,15625
3588,1,3588,3159,13225,16384
3588,1,3588,5,28561,28566
3588,2,1794,1,3887,3888
3588,2,1794,1,12167,12168
3588,6,598,512,3375,3887
3588,6,598,1,3887,3888
3596,1,3596,1,6727,6728
3598,1,3598,1,4374,4375
3600,1,3600,1801,13824,15625
3600,2,1800,53,4860,4913
3600,2,1800,64,6561,6625
3600,4,900,451,3645,4096
3600,4,900,1,6560,6561
3600,4,900,1600,4961,6561
3600,6,600,1,4374,4375
3600,6,600,1,5375,5376
3600,6,600,2401,5375,7776
3606,1,3606,451,19232,19683
3608,1,3608,125,3971,4096
3608,1,3608,16,6859,6875
3608,1,3608,160,14641,14801
3608,2,1804,1107,4096,5203
3608,2,1804,343,5289,5632
3608,2,1804,4961,5488,10449
3608,2,1804,108,14641,14749
3608,2,1804,1681,13068,14749
3608,2,1804,729,14063,14792
3608,2,1804,7,15129,15136
3608,2,1804,2107,16384,18491
3608,2,1804,656,19683,20339
3608,11,328,451,3645,4096
3610,1,3610,1323,2375,3698
3610,1,3610,1849,1875,3724
3610,1,3610,1,4374,4375
3610,1,3610,43,4332,4375
3610,1,3610,1,5375,5376
3610,1,3610,2401,3375,5776
3610,1,3610,19,6125,6144
3610,1,3610,2187,4085,6272
3610,1,3610,25,6536,6561
3610,1,3610,784,6075,6859
3610,1,3610,1,6859,6860
3610,1,3610,21,6859,6880
3610,1,3610,43,7125,7168
3610,1,3610,344,6859,7203
3610,1,3610,2401,5375,7776
3610,1,3610,16,9245,9261
3610,1,3610,3483,6517,10000
3610,1,3610,32,11875,11907
3610,1,3610,1849,10976,12825
3610,1,3610,2401,13122,15523
3610,1,3610,729,14896,15625
3610,1,3610,4617,11008,15625
3610,1,3610,1075,15309,16384
3610,1,3610,16,16625,16641
3610,1,3610,19,16856,16875
3610,1,3610,608,16807,17415
3610,1,3610,2064,15625,17689
3610,1,3610,475,19208,19683
3610,1,3610,343,29241,29584
3610,1,3610,722,30625,31347
3610,1,3610,6859,39366,46225
3612,1,3612,169,3584,3753
3612,1,3612,1352,2401,3753
3612,1,3612,343,3753,4096
3612,1,3612,139,5408,5547
3612,1,3612,3328,3483,6811
3612,1,3612,64,7203,7267
3612,1,3612,2304,5977,8281
3612,1,3612,1849,17472,19321
3612,1,3612,2107,17576,19683
3612,2,1806,1024,5537,6561
3612,2,1806,2401,10368,12769
3618,1,3618,36,4489,4525
3620,2,1810,151,4374,4525
3624,1,3624,81,9583,9664
3624,1,3624,5994,16807,22801
3626,7,518,128,6125,6253
3628,1,3628,1375,2721,4096
3630,1,3630,227,3645,3872
3630,1,3630,121,6129,6250
3630,3,1210,11,8181,8192
3630,3,1210,1,9999,10000
3630,3,1210,400,9801,10201
3630,3,1210,6561,8080,14641
3630,5,726,363,4096,4459
3630,5,726,1183,6561,7744
3630,11,330,747,3125,3872
3636,1,3636,4913,11449,16362
